"Ebene";"OE";"Art";"FB";"Menge";"Verfügbar";"Menge Ist";"Ausstattung | Hersteller | Typ";"Sachnummer";"Inventar Nr";"Gerätenr.";"Status"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, 100 x 5,5 mm";"5120T22825";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher 125 x 7 mm";"5120T22826";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher 150 x 9 mm Klinge";"5120T22827";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Wasserpumpenzange, 300 mm lg";"5120T22900";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Kunststoffhammer, 1,0 kg";"5120T22923";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schlosserhammer 500 g";"5120T22927";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schlosserhammer 1500 g mit Stiel";"5120T22928";"---------------";"--------------------";"A"
4;"";"Gwm";"";"2 ";"2";"2";"      Schlosserhammer 1000  g";"5120T24107";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Bandmaß, 20 m lang";"5210T22120";"---------------";"--------------------";"A"
4;"";"Gwm";"";"5 ";"5";"5";"      Gliedermaßstab, 2 m lang";"5210T22123";"---------------";"--------------------";"A"
4;"";"Gwm";"";"2 ";"2";"2";"      Reißnadel mit Hartmetall-Spitze";"5210T22124";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Messschieber, Messbereich 0 - 135 mm,";"5210T22125";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schlosserwinkel, 300 x 180 mm, mit Anschlag";"5210T22127";"---------------";"--------------------";"A"
4;"";"Gwm";"";"2 ";"2";"2";"      Drahtbürste, 4-reihig";"7920T22660";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Feilenbürste";"7920T22663";"---------------";"--------------------";"A"
3;"";"Gwm";"";"1 ";"1";"1";"    Entgrater";"5110T22549";"---------------";"--------------------";"A"
3;"";"Gwm";"";"2 ";"2";"2";"    Körner,1 0 mm Spitzen-Ø, 120 mm lg";"5120T22747";"---------------";"--------------------";"A"
1;"";"Pos";"";"1";"1";"";"Holzbearbeitung, Bergung B1 / B 2  (SE)";"5180T00050";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Holzbearbeitung (SE)";"5180T22027";"0758-S000174";" ";"ÜB"
3;"";"Satz";"";"1";"0";"";"    Ersatzstiele und Griffe (SE)";"5510T22274";"";"";"F, ÜB"
4;"";"Gwm";"";"0 ";"0";"1";"      Stiel für Axt, geölt, 900 mm lg, geschwungen";"5510T22270";"---------------";"--------------------";"F, ÜB"
4;"";"Gwm";"";"0 ";"0";"1";"      Beilstiel, geschwungen, 420 mm lg, geölt";"5510T22272";"---------------";"--------------------";"F, ÜB"
4;"";"Gwm";"";"0 ";"0";"1";"      Stiel für Holzschegel, 6 kg, 1000 mm lang";"5510T22289";"---------------";"--------------------";"F, ÜB"
4;"";"Gwm";"";"0 ";"0";"2";"      Feilengriff, 39 mm Ø, 160 mm lang";"5510T31276";"---------------";"--------------------";"F, ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Bohrsäge 8 mm Ø, 600 mm lg";"5110T22541";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Bügelsäge mit 4 Sägeblättern 915 x 20 mm";"5110T22546";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Flachstumpfraspel, Hieb 2, 250 mm lg";"5110T22568";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Fuchsschwanz 400 mm lg";"5110T22570";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Halbrundraspel, Hieb 2, 250 mm lg";"5110T22573";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"2 ";"2";"2";"    Holzaxt 2 kg, Form B";"5110T22580";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"2 ";"2";"2";"    Kneifzange, DIN 5241, 250 mm Gesamtlänge";"5110T22585";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"3 ";"3";"3";"    Stechbeitel 20 mm breit";"5110T22633";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"2 ";"2";"2";"    Stechbeitel 30 mm breit";"5110T22634";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Stechbeitel 40 mm breit";"5110T22635";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Stichsäge 450 mm lg";"5110T22636";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Universalsäge, Holz/Metall/Kunststoff usw.";"5110T22645";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Zugmesser 250 mm Klingenlänge";"5110T22649";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"3 ";"3";"3";"    Handbeil 1,2 kg, 420 mm lg";"5110T31574";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"5 ";"5";"5";"    Latthammer, 800 g";"5120T00748";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"3 ";"3";"3";"    Kistenbeitel, 550 mm lg";"5120T21728";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Flachmeißel A 200 DIN 6453, 200 mm lg";"5120T22446";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Lochbeitel, 16 mm breit";"5120T22749";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"2 ";"2";"2";"    Schraubzwinge, 300 mm Spannweite";"5120T22757";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"2 ";"2";"2";"    Schraubzwinge, 400 mm Spannweite";"5120T22758";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"2 ";"2";"2";"    Holzhammer, Klüpfel";"5120T22920";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Holzschlegel, 6 kg, Simplex Gr. 125";"5120T22921";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Schlangenbohrer für Holz, 14 mm Ø, 600 mm lg";"5133T32948";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Schlangenbohrer für Holz, 18 mm Ø, 600 mm lg";"5133T32950";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Schlangenbohrer für Holz, 22 mm Ø, 600 mm lg";"5133T32952";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Bandmaß, 20 m lang";"5210T22120";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"1 ";"1";"1";"    Stellwinkel ( Schmiege ) ca. 330 mm lang";"5210T22133";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"2 ";"2";"2";"    Wasserwaage, 500 mm lang";"5210T22134";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"2 ";"2";"2";"    Zimmermannswinkel, 600 x 280 mm lang, Stahl";"5210T22136";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"3 ";"3";"3";"    Holzgriff für Schlangenbohrer";"5510T22284";"---------------";"--------------------";"ÜB"
3;"";"Gwm";"";"10 ";"10";"10";"    Zimmermannsbleistift, oval";"7510T22613";"---------------";"--------------------";"ÜB"
2;"";"Satz";"";"1";"0";"";"  Holzbearbeitung, Bergung B1 / B 2  (SE)";"5180T00050";"";"";"F"
3;"";"Satz";"";"1";"0";"";"    Ersatzstiele und Griffe (SE)";"5510T22274";"";"";"F"
4;"";"Gwm";"";"0 ";"0";"1";"      Stiel für Axt, geölt, 900 mm lg, geschwungen";"5510T22270";"---------------";"--------------------";"F"
4;"";"Gwm";"";"0 ";"0";"1";"      Beilstiel, geschwungen, 420 mm lg, geölt";"5510T22272";"---------------";"--------------------";"F"
4;"";"Gwm";"";"0 ";"0";"1";"      Stiel für Holzschegel, 6 kg, 1000 mm lang";"5510T22289";"---------------";"--------------------";"F"
4;"";"Gwm";"";"0 ";"0";"2";"      Feilengriff, 39 mm Ø, 160 mm lang";"5510T31276";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Bügelsäge mit 4 Sägeblättern 915 x 20 mm";"5110T22546";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Halbrundraspel, Hieb 2, 250 mm lg";"5110T22573";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Holzaxt 2 kg, Form B";"5110T22580";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Stechbeitel 30 mm breit";"5110T22634";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Stichsäge 450 mm lg";"5110T22636";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Handbeil 1,2 kg, 420 mm lg";"5110T31574";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"4";"    Latthammer, 800 g";"5120T00748";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"3";"    Kistenbeitel, 550 mm lg";"5120T21728";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Schraubzwinge, 400 mm Spannweite";"5120T22758";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Schraubzwinge, 300 x 140 mm";"5120T22760";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Holzhammer, Klüpfel";"5120T22920";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Holzschlegel, 6 kg, Simplex Gr. 125";"5120T22921";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Bandmaß, 30 m lang, Glasfiber";"5210T00001";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"5";"    Gliedermaßstab, 2 m lang";"5210T22123";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Stellwinkel ( Schmiege ) ca. 330 mm lang";"5210T22133";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Zimmermannswinkel, 600 x 280 mm lang, Stahl";"5210T22136";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Senklot, 300 Gramm";"5210T26130";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Wasserwaage ""Laserking 650""";"5210T26136";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Rollbandmaß, Stahlmessband 5 m lang";"5210T99541";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"10";"    Zimmermannsbleistift, oval";"7510T22613";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Richtschnur, 50 m lang, mit Haspel";"8310T22735";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Lotschnur,  1,2 mm Ø";"8310T26733";"---------------";"--------------------";"F"
1;"";"Pos";"";"1";"1";"";"Stahlbeton- und Steinbearbeitung, Bergung B1 / B 2 (SE)";"5180T00051";"";"";"V"
2;"";"Satz";"";"1";"0";"";"  Stahlbeton- und Steinbearbeitung, Bergung B1 / B 2 (SE)";"5180T00051";"";"";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Bolzenschneider, ca. 500 - 700 mm";"5110T22543";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Kneifzange, DIN 5241, 250 mm Gesamtlänge";"5110T22585";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Flachmeißel 300 mm lg, 26 mm Schneide, mit Handschutz";"5110T22589";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Flachmeißel 500 mm lg, 26 mm Schneide, mit Handschutz";"5110T22590";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Spitzmeißel 300 mm lang, mit Handschutz";"5110T22593";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Spitzmeißel 500 mm lang, mit Handschutz";"5110T22594";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Fäustel mit Stiel, Form B (gerade), 2 kg";"5120T22709";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Maurerkelle, Tiroler Form";"5120T22755";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Hammer-, Vorschlag; mit Stiel, 6 kg, 800 mm lg";"5120T22929";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Stiel für Fäustel, 300 mm lang";"5510T22288";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Stiel für Vorschlaghammer, 6 kg, 800 mm lang";"5510T22295";"---------------";"--------------------";"F"
1;"";"Pos";"";"1";"1";"";"Räumwerkzeug, Erdarbeiten, Bergung B1 / B 2  (SE)";"5180T00062";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Räumwerkzeug, Erdarbeiten (SE)";"5180T22028";"0758-S000175";" ";"A"
3;"";"Satz";"";"1";"0";"";"    Ersatzstiele für Schaufeln und Hacken (SE)";"5510T22810";"";"";"F, A"
4;"";"Gwm";"";"0 ";"0";"3";"      Stiel für Stechschaufel, 1300 mm lg";"5510T22293";"---------------";"--------------------";"F, A"
4;"";"Gwm";"";"0 ";"0";"1";"      Stiel für Kreuzhacke, 800 mm lang";"5510T22811";"---------------";"--------------------";"F, A"
4;"";"Gwm";"";"0 ";"0";"2";"      Stiel für Spitzhacke, 930 mm lang";"5510T22812";"---------------";"--------------------";"F, A"
4;"";"Gwm";"";"0 ";"0";"1";"      Stiel-T-Griff, 900 mm lang";"5510T31296";"---------------";"--------------------";"F, A"
3;"";"Gwm";"";"1 ";"1";"1";"    Schubkarre";"3920T70100";"---------------";"--------------------";"A"
3;"";"Gwm";"";"2 ";"2";"2";"    Bergungsbeil";"4240T21451";"---------------";"--------------------";"A"
3;"";"Gwm";"";"2 ";"2";"2";"    Spitzhacke 1,5 kg";"5110T22628";"---------------";"--------------------";"A"
3;"";"Gwm";"";"5 ";"5";"5";"    Kreuzhacke, 3 kg, mit Stiel 800 mm lg";"5120T00740";"---------------";"--------------------";"A"
3;"";"Gwm";"";"1 ";"1";"1";"    Einreißhaken, 2500 mm lang";"5120T22698";"---------------";"--------------------";"A"
3;"";"Gwm";"";"2 ";"2";"2";"    Platthacke mit Stiel, 930 mm lg";"5120T22768";"---------------";"--------------------";"A"
3;"";"Gwm";"";"10 ";"10";"10";"    Sandschaufel, Holsteiner Form";"5120T22791";"---------------";"--------------------";"A"
3;"";"Gwm";"";"10 ";"10";"10";"    Spaten, mit T-Griffstiel, 900 mm";"5120T22842";"---------------";"--------------------";"A"
3;"";"Gwm";"";"2 ";"2";"2";"    Brechstange mit Nagelzieher, 1200 mm lg, 30 mm Ø";"5120T31661";"---------------";"--------------------";"A"
3;"";"Gwm";"";"1 ";"1";"1";"    Maurerkelle, B 180";"5120T31754";"---------------";"--------------------";"A"
3;"";"Gwm";"";"2 ";"2";"2";"    Steingabel, 260 mm breit";"5120T34850";"---------------";"--------------------";"A"
1;"";"Pos";"";"1";"1";"";"Werkstattausstattung Bergung, B 1 / B 2 (SE)";"5180T00066";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Werkstattausstattung Bergung (SE)";"5180T22024";"0758-S000405";"";"A"
3;"";"Satz";"";"1";"1";"";"    Werkzeugsatz Elektriker (SE)";"5180T22324";"0758-S000406";"";"A"
4;"";"Teil";"";"1";"1";"";"      Spannungsprüfer zweipolig, nach VDE 0682 Teil 401 | NN | Sonstige";"6625T31529";"0510-007921";"";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Seitenschneider, isoliert, 200 mm lang";"5110T22620";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Einmaulschlüssel 10 mm SW";"5120T22690";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Einmaulschlüssel 11 mm SW";"5120T22691";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Einmaulschlüssel 12 mm SW";"5120T22692";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Einmaulschlüssel 13 mm SW";"5120T22693";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Einmaulschlüssel 14 mm SW";"5120T22694";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Einmaulschlüssel 15 mm SW";"5120T22695";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Kombinationszange, isoliert, 200 mm lang";"5120T22733";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Längsschlitz, 0,5 x 3,5 mm, isoliert";"5120T22812";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Längsschlitz, 0,8 x 5,5 mm, isoliert";"5120T22813";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Längsschlitz, 1,0 x 6,5 mm, isoliert";"5120T22814";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Längsschlitz, 1,2 x 8 mm";"5120T22815";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Längsschlitz, 1,6 x 10 mm";"5120T22816";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      NH-Sicherungsgriff mit Lederschutz";"5920T31323";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Isolierband, schwarz, 0,3 x 19 mm, Rolle 25 m";"5965T31343";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Signierkreide";"7510T22606";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schild, selbstklebend, Größe mindestens 25 x 70 mm,";"9905T22824";"---------------";"--------------------";"A"
4;"";"Gwm";"";"2 ";"2";"2";"      Verbotsschild Typ VS 1 - 1 - 200 - K - DRU";"9905T22829";"---------------";"--------------------";"A"
3;"";"Satz";"";"1";"1";"";"    Werkzeugausstattung Mechaniker (SE)";"5180T22424";"0510-S004249";"";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Bohrsäge 8 mm Ø, 600 mm lg";"5110T22541";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Kneifzange, DIN 5241, 250 mm Gesamtlänge";"5110T22585";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spitzmeißel 400 mm lg mit Handschutz";"5110T22592";"---------------";"--------------------";"A"
4;"";"Gwm";"";"3 ";"3";"3";"      Metallsägeblatt, B 300 x 25 mm";"5110T22604";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Metallsägebügel, A DIN 6473";"5110T22606";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Stichsäge 450 mm lg";"5110T22636";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Flachmeißel, 400 mm lg, mit Handschutz";"5110T31599";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Seitenschneider, 180 mm lg";"5110T31622";"---------------";"--------------------";"A"
4;"";"Gwm";"";"2 ";"2";"2";"      Ring-Maulschlüssel BL  8";"5120T22308";"---------------";"--------------------";"A"
4;"";"Gwm";"";"2 ";"2";"2";"      Ring-Maulschlüssel BL 10";"5120T22310";"---------------";"--------------------";"A"
4;"";"Gwm";"";"2 ";"2";"2";"      Ring-Maulschlüssel BL 11";"5120T22311";"---------------";"--------------------";"A"
4;"";"Gwm";"";"2 ";"2";"2";"      Ring-Maulschlüssel BL 13";"5120T22313";"---------------";"--------------------";"A"
4;"";"Gwm";"";"2 ";"2";"2";"      Ring-Maulschlüssel BL 14";"5120T22314";"---------------";"--------------------";"A"
4;"";"Gwm";"";"2 ";"2";"2";"      Ring-Maulschlüssel BL 17";"5120T22317";"---------------";"--------------------";"A"
4;"";"Gwm";"";"2 ";"2";"2";"      Ring-Maulschlüssel BL 19";"5120T22319";"---------------";"--------------------";"A"
4;"";"Gwm";"";"2 ";"2";"2";"      Ring-Maulschlüssel BL 22";"5120T22322";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Flachmeißel A 200 DIN 6453, 200 mm lg";"5120T22446";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Doppel-Steckschlüssel, B 14 x 17";"5120T22667";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Doppel-Steckschlüssel, B 17 x 19";"5120T22668";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Doppel-Steckschlüssel, B 22 x 24";"5120T22669";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Doppel-Steckschlüssel, B 27 x 30";"5120T22670";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Doppel-Steckschlüssel, B  8 x 10";"5120T22671";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Doppel-Steckschlüssel, B 11 x 13";"5120T22672";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Drehstift A 10";"5120T22677";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Drehstift A 14";"5120T22678";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Drehstift A  6";"5120T22679";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Durchtreiber B 3";"5120T22682";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Durchtreiber B 5";"5120T22683";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Eck-Rohrzange, Nennspannweite 76 mm";"5120T22687";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Fäustel mit Stiel, Form B (gerade), 2 kg";"5120T22709";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Gummihammer mit Stiel,";"5120T22717";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Kombinationszange, 200 mm lg";"5120T22737";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Ring-Maulschlüssel BL 24";"5120T22782";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Ring-Maulschlüssel BL 27";"5120T22783";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Längsschlitz, 0,5 x 3,5 mm, isoliert";"5120T22812";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Längsschlitz, 1,6 x 10 mm";"5120T22816";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Sechskant,  5 L, abgewinkelt";"5120T22830";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Sechskant,  6 L, abgewinkelt";"5120T22831";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Sechskant,  8 L, abgewinkelt";"5120T22832";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Sechskant, 10 L, abgewinkelt";"5120T22833";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Sechskant, 12 L, abgewinkelt";"5120T22834";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Sechskant, 14 L, abgewinkelt";"5120T22835";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schlosserhammer 500 g";"5120T22927";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Kreuzschlitz, Größe 1";"5120T31409";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Kreuzschlitz, Größe 2";"5120T31410";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Kreuzschlitz, Größe 3";"5120T31811";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Kreuzschlitz, Größe 4";"5120T31812";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendreher, Längsschlitz, 1 x 6,5 mm";"5120T31824";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Wasserpumpenzange, 240 mm lg";"5120T31898";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Gliedermaßstab, 2 m lang";"5210T22123";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Reißnadel mit Hartmetall-Spitze";"5210T22124";"---------------";"--------------------";"A"
3;"";"Gwm";"";"3 ";"3";"3";"    Hammer, 3 kg";"5120T00917";"---------------";"--------------------";"A"
3;"";"Gwm";"";"1 ";"1";"1";"    Parallelschraubstock, 135 mm Backen";"5120T22763";"---------------";"--------------------";"A"
3;"";"Gwm";"";"1 ";"1";"1";"    Werkbank, ca. 700 x 1000 x 30 mm Multiplexplatte, Klappfüße";"7195T22544";"---------------";"--------------------";"A"
1;"";"Pos";"";"1";"1";"";"Schrauben, Haken, Dübel (SE)";"5305T22030";"";"";"V"
2;"";"Satz";"";"1";"0";"";"  Schrauben, Haken, Dübel (SE)";"5305T22030";"";"";"F"
3;"";"Gwm";"";"0 ";"0";"5";"    Stahlwinkel 50 x 50 x 50 x 5 mm, Bohrung 10 mm";"5210T22131";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"5";"    Stahlwinkel 50 x 50 x 50 x 5 mm, Bohrung 12 mm";"5210T22132";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Spanplattenschraube, Senk-,  4,0 x 40 mm, Torx";"5305T00001";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Spanplattenschraube, Senk-,  5,0 x 60 mm, Torx";"5305T00002";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Spanplattenschraube, Senk-,  5,0 x 80 mm, Torx";"5305T00003";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Spanplattenschraube, Senk-,  6,0 x 160 mm, Torx";"5305T00004";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Spanplattenschraube, Senk-,  8,0 x 300 mm, Torx";"5305T00005";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Blechschrauben 3 x 15 mm";"5305T22140";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Blechschrauben 4 x 15 mm";"5305T22141";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Blechschrauben 5 x 25 mm";"5305T22142";"---------------";"--------------------";"F"
